second,Volt1,Volt2,Volt3,Volt4
-3.23000E-03,+24.37500E-03,-229.37501E-03,-12.50000E-03,+99.95000E-03
-3.22000E-03,+21.25000E-03,-223.12501E-03,-221.87500E-03,+103.07500E-03
-3.21000E-03,+18.12500E-03,-216.87501E-03,-212.50000E-03,+99.95000E-03
-3.20000E-03,+15.00000E-03,-207.50001E-03,-12.50000E-03,+96.82500E-03
-3.19000E-03,+5.62500E-03,-207.50001E-03,-12.50000E-03,+112.45000E-03
-3.18000E-03,+8.75000E-03,-204.37501E-03,-9.37500E-03,+112.45000E-03
-3.17000E-03,+2.50000E-03,-191.87501E-03,-193.75000E-03,+112.45000E-03
-3.16000E-03,+2.50000E-03,-188.75001E-03,-190.62500E-03,+115.57500E-03
-3.15000E-03,-3.75000E-03,-185.62501E-03,-9.37500E-03,+109.32500E-03
-3.14000E-03,-6.87500E-03,-182.50001E-03,-9.37500E-03,+112.45000E-03
-3.13000E-03,-10.00000E-03,-176.25001E-03,-12.50000E-03,+121.82500E-03
-3.12000E-03,-13.12500E-03,-173.12501E-03,-171.87500E-03,+121.82500E-03
-3.11000E-03,-16.25000E-03,-170.00001E-03,-168.75000E-03,+134.32500E-03
-3.10000E-03,-19.37500E-03,-163.75000E-03,-9.37500E-03,+121.82500E-03
-3.09000E-03,-22.50000E-03,-160.62500E-03,-9.37500E-03,+128.07500E-03
-3.08000E-03,-22.50000E-03,-154.37500E-03,-9.37500E-03,+121.82500E-03
-3.07000E-03,-22.50000E-03,-154.37500E-03,-150.00000E-03,+115.57500E-03
-3.06000E-03,-28.75000E-03,-148.12500E-03,-146.87500E-03,+121.82500E-03
-3.05000E-03,-28.75000E-03,-148.12500E-03,-9.37500E-03,+128.07500E-03
-3.04000E-03,-31.87500E-03,-148.12500E-03,-9.37500E-03,+131.20000E-03
-3.03000E-03,-31.87500E-03,-138.75000E-03,-6.25000E-03,+115.57500E-03
-3.02000E-03,-35.00000E-03,-132.50000E-03,-134.37500E-03,+121.82500E-03
-3.01000E-03,-38.12500E-03,-132.50000E-03,-125.00000E-03,+121.82500E-03
-3.00000E-03,-41.25000E-03,-126.25000E-03,-9.37500E-03,+118.70000E-03
-2.99000E-03,-44.37500E-03,-123.12500E-03,-6.25000E-03,+115.57500E-03
-2.98000E-03,-47.50000E-03,-116.87500E-03,-9.37500E-03,+118.70000E-03
-2.97000E-03,-47.50000E-03,-113.75000E-03,-112.50000E-03,+103.07500E-03
-2.96000E-03,-50.62500E-03,-110.62500E-03,-109.37500E-03,+109.32500E-03
-2.95000E-03,-53.75000E-03,-110.62500E-03,-6.25000E-03,+103.07500E-03
-2.94000E-03,-56.87500E-03,-104.37500E-03,-6.25000E-03,+103.07500E-03
-2.93000E-03,-56.87500E-03,-101.25000E-03,-6.25000E-03,+93.70000E-03
-2.92000E-03,-60.00000E-03,-101.25000E-03,-100.00000E-03,+96.82500E-03
-2.91000E-03,-60.00000E-03,-95.00000E-03,-96.87500E-03,+99.95000E-03
-2.90000E-03,-63.12500E-03,-91.87500E-03,-12.50000E-03,+90.57500E-03
-2.89000E-03,-63.12500E-03,-88.75000E-03,-6.25000E-03,+90.57500E-03
-2.88000E-03,-63.12500E-03,-82.50000E-03,-6.25000E-03,+90.57500E-03
-2.87000E-03,-66.25000E-03,-85.62500E-03,-81.25000E-03,+84.32500E-03
-2.86000E-03,-69.37500E-03,-82.50000E-03,-81.25000E-03,+87.45000E-03
-2.85000E-03,-69.37500E-03,-76.25000E-03,-6.25000E-03,+81.20000E-03
-2.84000E-03,-69.37500E-03,-73.12500E-03,-9.37500E-03,+81.20000E-03
-2.83000E-03,-75.62500E-03,-73.12500E-03,-3.12500E-03,+87.45000E-03
-2.82000E-03,-75.62500E-03,-70.00000E-03,-68.75000E-03,+68.70000E-03
-2.81000E-03,-78.75000E-03,-63.75000E-03,-62.50000E-03,+68.70000E-03
-2.80000E-03,-78.75000E-03,-63.75000E-03,-3.12500E-03,+68.70000E-03
-2.79000E-03,-78.75000E-03,-63.75000E-03,-3.12500E-03,+68.70000E-03
-2.78000E-03,-81.87500E-03,-57.50000E-03,-3.12500E-03,+65.57500E-03
-2.77000E-03,-81.87500E-03,-57.50000E-03,-56.25000E-03,+65.57500E-03
-2.76000E-03,-81.87500E-03,-54.37500E-03,-53.12500E-03,+68.70000E-03
-2.75000E-03,-81.87500E-03,-51.25000E-03,-6.25000E-03,+68.70000E-03
-2.74000E-03,-88.12500E-03,-51.25000E-03,-6.25000E-03,+68.70000E-03
-2.73000E-03,-91.25000E-03,-51.25000E-03,-6.25000E-03,+68.70000E-03
-2.72000E-03,-91.25000E-03,-45.00000E-03,-46.87500E-03,+62.45000E-03
-2.71000E-03,-91.25000E-03,-41.87500E-03,-43.75000E-03,+56.20000E-03
-2.70000E-03,-88.12500E-03,-41.87500E-03,-9.37500E-03,+56.20000E-03
-2.69000E-03,-85.00000E-03,-35.62500E-03,-6.25000E-03,+56.20000E-03
-2.68000E-03,-91.25000E-03,-32.50000E-03,-6.25000E-03,+46.82500E-03
-2.67000E-03,-94.37500E-03,-35.62500E-03,-34.37500E-03,+43.70000E-03
-2.66000E-03,-91.25000E-03,-32.50000E-03,-34.37500E-03,+49.95000E-03
-2.65000E-03,-94.37500E-03,-29.37500E-03,-6.25000E-03,+43.70000E-03
-2.64000E-03,-91.25000E-03,-29.37500E-03,-6.25000E-03,+56.20000E-03
-2.63000E-03,-91.25000E-03,-29.37500E-03,-3.12500E-03,+40.57500E-03
-2.62000E-03,-94.37500E-03,-29.37500E-03,-25.00000E-03,+37.45000E-03
-2.61000E-03,-94.37500E-03,-23.12500E-03,-25.00000E-03,+46.82500E-03
-2.60000E-03,-91.25000E-03,-23.12500E-03,-6.25000E-03,+40.57500E-03
-2.59000E-03,-91.25000E-03,-20.00000E-03,-3.12500E-03,+37.45000E-03
-2.58000E-03,-94.37500E-03,-20.00000E-03,-0.0E+00,+31.20000E-03
-2.57000E-03,-94.37500E-03,-20.00000E-03,-18.75000E-03,+37.45000E-03
-2.56000E-03,-94.37500E-03,-16.87500E-03,-18.75000E-03,+31.20000E-03
-2.55000E-03,-94.37500E-03,-16.87500E-03,-6.25000E-03,+31.20000E-03
-2.54000E-03,-94.37500E-03,-13.75000E-03,-3.12500E-03,+34.32500E-03
-2.53000E-03,-97.50000E-03,-13.75000E-03,-3.12500E-03,+21.82500E-03
-2.52000E-03,-94.37500E-03,-13.75000E-03,-12.50000E-03,+18.70000E-03
-2.51000E-03,-91.25000E-03,-10.62500E-03,-12.50000E-03,+21.82500E-03
-2.50000E-03,-94.37500E-03,-10.62500E-03,-3.12500E-03,+18.70000E-03
-2.49000E-03,-91.25000E-03,-10.62500E-03,-3.12500E-03,+15.57500E-03
-2.48000E-03,-91.25000E-03,-4.37500E-03,-3.12500E-03,+24.95000E-03
-2.47000E-03,-94.37500E-03,-7.50000E-03,-6.25000E-03,+15.57500E-03
-2.46000E-03,-91.25000E-03,-7.50000E-03,-6.25000E-03,+18.70000E-03
-2.45000E-03,-94.37500E-03,-4.37500E-03,-3.12500E-03,+21.82500E-03
-2.44000E-03,-94.37500E-03,-4.37500E-03,-3.12500E-03,+28.07500E-03
-2.43000E-03,-91.25000E-03,-4.37500E-03,-6.25000E-03,+18.70000E-03
-2.42000E-03,-91.25000E-03,-4.37500E-03,-3.12500E-03,+21.82500E-03
-2.41000E-03,-91.25000E-03,-4.37500E-03,-6.25000E-03,+15.57500E-03
-2.40000E-03,-91.25000E-03,-4.37500E-03,-0.0E+00,+18.70000E-03
-2.39000E-03,-88.12500E-03,-4.37500E-03,-3.12500E-03,+15.57500E-03
-2.38000E-03,-88.12500E-03,-1.25000E-03,-0.0E+00,+9.32500E-03
-2.37000E-03,-88.12500E-03,-1.25000E-03,-6.25000E-03,+12.45000E-03
-2.36000E-03,-85.00000E-03,-4.37500E-03,-0.0E+00,+3.07500E-03
-2.35000E-03,-85.00000E-03,-1.25000E-03,-3.12500E-03,+12.45000E-03
-2.34000E-03,-81.87500E-03,+1.87500E-03,-6.25000E-03,+3.07500E-03
-2.33000E-03,-81.87500E-03,-1.25000E-03,-3.12500E-03,+3.07500E-03
-2.32000E-03,-85.00000E-03,-1.25000E-03,-6.25000E-03,-50.00E-06
-2.31000E-03,-81.87500E-03,-1.25000E-03,-3.12500E-03,+12.45000E-03
-2.30000E-03,-78.75000E-03,+1.87500E-03,-3.12500E-03,+6.20000E-03
-2.29000E-03,-81.87500E-03,-1.25000E-03,-3.12500E-03,+6.20000E-03
-2.28000E-03,-75.62500E-03,-1.25000E-03,-0.0E+00,+6.20000E-03
-2.27000E-03,-78.75000E-03,-1.25000E-03,-6.25000E-03,+3.07500E-03
-2.26000E-03,-75.62500E-03,+1.87500E-03,-0.0E+00,+3.07500E-03
