x-axis,B,2,3,4
second,Volt,Volt,Volt,Volt
-5.02200E-03,+60.62500E-03,-154.93750E-03,-5.31250E-03,+98.56875E-03
-5.00200E-03,+57.18750E-03,-149.00000E-03,-134.37500E-03,+89.97500E-03
-4.98200E-03,+56.87500E-03,-148.37500E-03,-148.75000E-03,+91.85000E-03
-4.96200E-03,+54.06250E-03,-148.37500E-03,-145.93750E-03,+92.16250E-03
-4.94200E-03,+48.12500E-03,-142.75000E-03,-24.68750E-03,+94.97500E-03
-4.92200E-03,+44.68750E-03,-136.50000E-03,-8.43750E-03,+89.66250E-03
-4.90200E-03,+44.37500E-03,-135.87500E-03,-5.31250E-03,+87.63125E-03
-4.88200E-03,+38.75000E-03,-133.06250E-03,-120.31250E-03,+87.47500E-03
-4.86200E-03,+35.31250E-03,-129.93750E-03,-130.31250E-03,+83.25625E-03
-4.84200E-03,+26.56250E-03,-126.81250E-03,-124.37500E-03,+84.19375E-03
-4.82200E-03,+25.62500E-03,-123.68750E-03,-126.56250E-03,+81.53750E-03
-4.80200E-03,+25.62500E-03,-120.56250E-03,-20.00000E-03,+81.22500E-03
-4.78200E-03,+20.00000E-03,-120.25000E-03,-8.12500E-03,+78.41250E-03
-4.76200E-03,+19.37500E-03,-111.81250E-03,-5.31250E-03,+78.10000E-03
-4.74200E-03,+16.56250E-03,-113.68750E-03,-100.62500E-03,+76.69375E-03
-4.72200E-03,+10.62500E-03,-111.18750E-03,-108.43750E-03,+75.13125E-03
-4.70200E-03,+4.37500E-03,-102.43750E-03,-102.50000E-03,+73.56875E-03
-4.68200E-03,+3.75000E-03,-104.31250E-03,-17.50000E-03,+76.22500E-03
-4.66200E-03,-1.87500E-03,-96.18750E-03,-8.12500E-03,+70.91250E-03
-4.64200E-03,-2.50000E-03,-95.25000E-03,-2.50000E-03,+73.10000E-03
-4.62200E-03,-8.12500E-03,-92.43750E-03,-4.68750E-03,+69.19375E-03
-4.60200E-03,-14.37500E-03,-83.68750E-03,-78.12500E-03,+63.10000E-03
-4.58200E-03,-12.18750E-03,-79.93750E-03,-83.43750E-03,+68.10000E-03
-4.56200E-03,-20.31250E-03,-79.62500E-03,-77.50000E-03,+67.31875E-03
-4.54200E-03,-21.25000E-03,-74.00000E-03,-12.18750E-03,+64.35000E-03
-4.52200E-03,-26.87500E-03,-73.37500E-03,-7.81250E-03,+59.81875E-03
-4.50200E-03,-27.50000E-03,-70.56250E-03,-8.12500E-03,+56.53750E-03
-4.48200E-03,-35.93750E-03,-67.43750E-03,-61.56250E-03,+50.60000E-03
-4.46200E-03,-36.87500E-03,-58.68750E-03,-61.87500E-03,+52.78750E-03
-4.44200E-03,-39.68750E-03,-54.93750E-03,-58.43750E-03,+51.69375E-03
-4.42200E-03,-42.81250E-03,-51.81250E-03,-55.31250E-03,+55.75625E-03
-4.40200E-03,-48.75000E-03,-51.50000E-03,-10.00000E-03,+50.60000E-03
-4.38200E-03,-49.37500E-03,-48.68750E-03,-5.00000E-03,+42.94375E-03
-4.36200E-03,-52.18750E-03,-42.75000E-03,-5.00000E-03,+39.35000E-03
-4.34200E-03,-49.68750E-03,-39.31250E-03,-35.93750E-03,+41.85000E-03
-4.32200E-03,-46.56250E-03,-33.37500E-03,-33.75000E-03,+40.75625E-03
-4.30200E-03,-37.81250E-03,-32.75000E-03,-30.31250E-03,+42.00625E-03
-4.28200E-03,-31.25000E-03,-27.12500E-03,-10.31250E-03,+40.75625E-03
-4.26200E-03,-33.43750E-03,-23.68750E-03,-8.12500E-03,+27.94375E-03
-4.24200E-03,-28.12500E-03,-17.75000E-03,-5.31250E-03,+29.35000E-03
-4.22200E-03,-24.68750E-03,-11.50000E-03,-5.00000E-03,+32.47500E-03
-4.20200E-03,-21.56250E-03,-10.87500E-03,-10.62500E-03,+28.56875E-03
-4.18200E-03,-18.43750E-03,-5.25000E-03,-14.06250E-03,+25.28750E-03
-4.16200E-03,-12.50000E-03,-1.81250E-03,-8.75000E-03,+26.38125E-03
-4.14200E-03,-11.87500E-03,-4.31250E-03,-5.31250E-03,+19.50625E-03
-4.12200E-03,-9.06250E-03,-4.62500E-03,-2.18750E-03,+21.53750E-03
-4.10200E-03,-3.12500E-03,-7.43750E-03,-1.87500E-03,+24.66250E-03
-4.08200E-03,-2.50000E-03,-7.75000E-03,-7.50000E-03,+16.53750E-03
-4.06200E-03,+3.12500E-03,-10.56250E-03,-10.93750E-03,+18.41250E-03
-4.04200E-03,+6.56250E-03,-16.50000E-03,-16.87500E-03,+8.88125E-03
-4.02200E-03,+9.68750E-03,-19.93750E-03,-23.12500E-03,+9.19375E-03
-4.00200E-03,+15.62500E-03,-28.68750E-03,-6.87500E-03,+7.94375E-03
-3.98200E-03,+16.25000E-03,-32.43750E-03,-5.00000E-03,+9.19375E-03
-3.96200E-03,+21.87500E-03,-35.56250E-03,-7.81250E-03,+3.72500E-03
-3.94200E-03,+22.50000E-03,-49.93750E-03,-47.50000E-03,-1.11875E-03
-3.92200E-03,+25.31250E-03,-45.87500E-03,-43.43750E-03,-1.58750E-03
